         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5668, 0, 0, 0, 97.9706, -8.3964, 1.58495, 2.06799e-06, -7.73521e-07, -2.52222e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5669, 0, 0, 0, -29.3851, 78.4854, 1.14086, 1.19515e-06, -5.10153e-07, -1.88675e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5670, 0, 0, 0, 48.6904, -93.8418, 0.230582, -1.83354e-06, -4.12206e-07, -2.2659e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5671, 0, 0, 0, -1.617, -20.4343, 4.32998, 8.25731e-18, -0.00304301, 0.0166554
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5672, 0, 0, 0, 32.7053, -45.28, 1.40985, -2.72473e-05, -3.59708e-07, -4.53791e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5673, 0, 0, 0, 57.0722, 78.9888, 4.99135, 1.40788e-07, -2.83071e-07, -1.57912e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5674, 0, 0, 0, -5.34, -78.1063, 1.45095, -6.80902e-07, -1.2734e-08, 2.56787e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5675, 0, 0, 0, -39.7485, -52.4681, 1.62122, -1.35918e-06, -7.62125e-07, 2.58588e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5676, 0, 0, 0, 1.1788, 40.1274, 0.831526, 2.91024e-07, -2.14081e-07, -9.32961e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5677, 0, 0, 0, 85.1201, -71.45, 0.726591, 2.13243e-06, -5.13547e-07, -2.81264e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5678, 0, 0, 0, -7.4044, -83.0108, 1.69635, -1.11494e-06, -9.85688e-07, -3.34148e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5679, 0, 0, 0, 8.4167, -58.013, 1.3235, -1.97209e-06, -1.25085e-06, 3.13453e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5680, 0, 0, 0, 18.8274, -9.7465, 1.77567, -0.503562, 0.00145538, -0.0188485
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5681, 0, 0, 0, 48.3707, -31.1537, 0.104814, 3.38534e-08, 1.76637e-19, 1.7173e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5682, 0, 0, 0, 21.0607, 68.9351, 1.57616, -5.38134e-06, 1.29514e-06, 1.16943e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5683, 0, 0, 0, 72.4139, -6.9739, 4.50024, 1.55076e-06, 4.3695e-07, -2.59636e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5684, 0, 0, 0, 51.971, -19.6543, 1.90384, 7.56304e-06, -8.42727e-08, 1.27288e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5685, 0, 0, 0, -67.1332, -58.8925, 0.224545, -7.59363e-07, -8.71234e-07, -3.14195e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5686, 0, 0, 0, 19.6898, -6.2834, 1.06942, -1.29299e-05, 1.46831e-06, -2.40265e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5687, 0, 0, 0, -78.6811, -77.5768, 2.07267, -1.04177e-06, -6.04527e-07, -2.2058e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5688, 0, 0, 0, -10.0603, -2.3941, 1.26387, -1.56407e-06, -8.83956e-07, -2.7851e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5689, 0, 0, 0, -3.1387, -76.2184, 1.23077, -1.05253e-06, -3.26579e-07, -2.58953e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5690, 0, 0, 0, 90.4761, -30.621, 0.145268, 1.12346e-06, -1.84146e-08, -2.47333e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5691, 0, 0, 0, 74.0997, 19.8139, 1.87974, 2.21946e-05, 1.26664e-06, 4.39607e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5692, 0, 0, 0, -25.8396, -25.0479, 1.59468, -1.31828e-06, -6.54046e-07, -2.56981e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5693, 0, 0, 0, -79.8094, -28.8561, 2.05677, -1.18181e-06, -4.58568e-07, -2.49038e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5694, 0, 0, 0, -58.0917, 32.4141, 1.63269, -1.62659e-06, -8.99451e-07, 2.64669e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5695, 0, 0, 0, -26.6968, 71.6625, 0.645247, 1.38e-06, -6.87368e-07, -2.60311e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5696, 0, 0, 0, 7.7921, -41.326, 1.14676, 4.06328e-07, 8.79202e-07, -3.09919e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5697, 0, 0, 0, -43.603, 22.5126, 0.345252, -1.52426e-06, -6.55749e-07, -2.89045e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5698, 0, 0, 0, 88.876, -66.8845, 1.17701, -6.00017e-05, -4.30264e-05, 0.000147966
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5699, 0, 0, 0, 41.5707, -23.5997, 4.78855, 2.22234e-06, -3.12245e-07, 2.55949e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5700, 0, 0, 0, 43.4108, -20.778, 0.833628, 4.12333e-06, 1.43348e-06, -2.70203e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5701, 0, 0, 0, 15.5429, 33.5826, 1.30636, 2.15424e-06, 4.63447e-07, -1.95554e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5702, 0, 0, 0, -46.4533, 66.8951, 0.203009, 1.53502e-06, -5.0126e-07, -2.15844e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5703, 0, 0, 0, 69.7218, -65.9257, 1.79708, 6.68701e-05, -4.00416e-06, 0.000134095
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5704, 0, 0, 0, 81.3728, -57.7161, 0.243317, 1.73409e-06, -6.64693e-07, -2.37262e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5705, 0, 0, 0, -24.9543, 61.8415, 2.09196, 1.844e-05, 3.30795e-06, 2.95109e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5706, 0, 0, 0, -9.1744, 36.7793, 1.65587, 1.42004e-06, -4.83088e-07, -2.78097e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5707, 0, 0, 0, 17.5361, 91.5996, 0.242839, 1.55465e-06, -5.46707e-07, 2.42765e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5708, 0, 0, 0, -8.9589, 33.1916, 0.500027, 1.86315e-05, -5.92193e-07, 2.93765e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5709, 0, 0, 0, 5.0645, -40.3381, 4.58506, 1.91272e-05, -4.88269e-06, -1.65691e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5710, 0, 0, 0, 62.8601, 34.696, 0.258413, 0.000129611, 4.31824e-05, 1.6537e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5711, 0, 0, 0, 80.1533, -90.8628, 3.20745, 0.0998014, -0.000411137, -0.00198127
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5712, 0, 0, 0, -15.8047, -94.311, 2.05723, -4.08049e-06, -1.76048e-06, 2.55478e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5713, 0, 0, 0, -87.4457, 56.7417, 4.41124, -1.19497e-06, -4.00594e-07, -2.13299e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5714, 0, 0, 0, -9.3328, -10.5513, 4.80937, 2.70026e-06, -6.33098e-06, -4.83924e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5715, 0, 0, 0, -77.8014, 2.989, 1.21822, -9.28142e-06, 3.95586e-08, 1.33033e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5716, 0, 0, 0, 19.6339, -3.6729, 0.49718, 2.65651e-06, -4.388e-06, -2.59048e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5717, 0, 0, 0, 92.2735, 42.0442, 0.512776, 2.99781e-06, -8.26234e-06, -6.81819e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5718, 0, 0, 0, 57.2674, -66.8335, 4.91235, 0.00104162, 6.67011e-06, 1.48215e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5719, 0, 0, 0, 1.4304, 80.8964, 1.70599, 1.1949e-06, -1.26602e-07, 2.77783e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5720, 0, 0, 0, -90.0721, -61.1474, 4.9166, -2.65944e-07, -4.18953e-07, -1.73018e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5721, 0, 0, 0, -87.6143, 96.6043, 1.28186, 7.9005e-07, 1.90457e-07, 1.65788e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5722, 0, 0, 0, -37.5133, 47.137, 0.600872, 1.37706e-06, -5.28728e-07, 2.47367e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5723, 0, 0, 0, -32.1171, 28.685, 1.73705, 0.000585709, 8.33094e-08, -2.61587e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5724, 0, 0, 0, -13.5993, -55.2846, 0.861748, -1.19091e-06, -6.48141e-07, -2.29178e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5725, 0, 0, 0, 66.0079, 85.6654, 0.590349, 9.79354e-07, -3.69029e-07, -2.37578e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5726, 0, 0, 0, -6.5295, 55.4483, 1.87663, 3.70367e-06, 4.42991e-07, -2.57065e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5727, 0, 0, 0, -16.2078, -63.184, 1.44509, -1.65794e-06, -4.47097e-07, 2.68885e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5728, 0, 0, 0, 49.7428, -34.2799, 0.7102, 1.47374e-06, -8.33326e-07, -2.54281e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5729, 0, 0, 0, 64.1498, 16.7446, 1.82531, 1.3381e-06, -9.95149e-08, -2.01607e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5730, 0, 0, 0, 39.1049, -12.362, 0.131394, 1.99648e-06, -8.35027e-07, -2.5918e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5731, 0, 0, 0, 79.8357, 98.5958, 0.258408, -0.000152563, 3.66437e-05, -0.000309671
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5732, 0, 0, 0, 41.4051, 59.3749, 1.06292, 8.00405e-06, -1.02471e-07, 1.11272e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5733, 0, 0, 0, -59.4423, 48.2326, 0.859888, 1.64927e-06, 9.69458e-07, 2.62908e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5734, 0, 0, 0, 77.199, 96.4898, 0.356178, 1.76051e-06, -9.6944e-07, 2.97719e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5735, 0, 0, 0, -16.809, 89.0868, 0.476112, -2.52435e-29, -8.19634e-26, -1.71636e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5736, 0, 0, 0, -70.305, -33.7515, 1.27796, 1.74042e-05, 2.77495e-08, 2.59e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5737, 0, 0, 0, -73.1079, 27.5653, 1.15312, -1.62047e-06, -3.93202e-07, 2.38239e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5738, 0, 0, 0, -25.5985, -49.3266, 1.0624, -3.07406e-07, -1.28211e-07, 1.44625e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5739, 0, 0, 0, 83.8218, 65.4949, 4.89002, 2.18981e-06, -6.27672e-07, -2.53808e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5740, 0, 0, 0, 90.4099, -8.3048, 2.0158, 6.03214e-05, -6.98049e-05, -8.45065e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5741, 0, 0, 0, 79.1218, -76.1956, 0.177721, 2.09104e-06, -1.25106e-06, -3.58367e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5742, 0, 0, 0, 20.1615, 69.613, 1.14355, -1.90237e-06, 1.13151e-06, 3.78974e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5743, 0, 0, 0, -99.6744, -91.9438, 3.74426, 1.15165, -0.0360776, -0.0272475
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5744, 0, 0, 0, -52.4639, -38.4193, 1.92294, -1.34852e-06, -6.56824e-07, 2.61656e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5745, 0, 0, 0, 16.3942, -81.6579, 4.86247, -1.19782e-06, -4.71458e-07, -2.41906e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5746, 0, 0, 0, 49.8958, -7.917, 4.94427, 2.09216e-08, 2.05601e-07, -3.55506e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5747, 0, 0, 0, -15.4878, 52.1409, 1.32275, 6.07422e-06, -3.15911e-06, -2.68413e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5748, 0, 0, 0, -1.6635, -31.0949, 4.31252, -2.72231e-07, -1.46696e-07, -1.01422e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5749, 0, 0, 0, 3.239, 81.4146, 0.464175, -7.14964e-07, -3.73888e-08, 4.2265e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5750, 0, 0, 0, 92.6151, -10.6871, 0.104215, 0.000898799, 4.33725e-07, 7.45121e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5751, 0, 0, 0, 79.2631, 82.5622, 0.739705, 0.000570431, -1.68478e-05, -0.000333318
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5752, 0, 0, 0, -96.7925, 49.1273, 1.41721, 1.48488e-06, 1.89354e-06, 1.5086e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5753, 0, 0, 0, 31.814, -5.7044, 1.2396, 1.44886e-06, -5.86722e-07, 2.61655e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5754, 0, 0, 0, 55.3546, -85.3313, 1.36461, 1.81604e-06, 1.68117e-06, 3.6908e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5755, 0, 0, 0, -50.5182, 82.2901, 4.7082, 1.26979e-06, -5.93393e-07, -2.00292e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5756, 0, 0, 0, 87.5288, -11.8623, 0.329189, 5.02377e-06, -2.91477e-06, -4.12708e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5757, 0, 0, 0, -90.7848, -84.115, 0.230678, 0.00276481, -4.92316e-07, 1.23694e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5758, 0, 0, 0, -40.6586, 98.3748, 1.59778, 1.44061e-05, 3.4302e-06, -1.14087e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5759, 0, 0, 0, 64.5257, 20.1552, 4.61273, 1.03364e-06, -3.3345e-07, 1.97191e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5760, 0, 0, 0, 69.8648, 86.7326, 2.01938, 5.06893e-05, -5.00497e-07, -2.47191e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5761, 0, 0, 0, 74.9098, -7.5382, 1.46894, 1.28891e-06, -4.80939e-07, -1.77236e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5762, 0, 0, 0, 57.4526, 89.609, 4.70309, 1.95904e-06, -6.49522e-07, -2.5599e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5763, 0, 0, 0, 49.5885, -61.5887, 4.53244, 0.00176742, 1.21526e-06, 5.05252e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5764, 0, 0, 0, -57.2163, 44.8168, 2.01268, -5.07856e-06, -5.43218e-07, 8.2375e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5765, 0, 0, 0, 8.3, -50.7493, 4.33011, -1.16435e-05, -3.7609e-06, -1.22103e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5766, 0, 0, 0, 9.6288, -20.4244, 0.133586, -1.70768e-05, -6.58955e-08, -3.29692e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5767, 0, 0, 0, 96.9013, 7.1607, 4.40358, -5.0326e-06, -6.04419e-07, -7.78982e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5768, 0, 0, 0, -72.3937, -15.5414, 0.853828, -1.69268e-05, -7.74747e-07, -3.98564e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5769, 0, 0, 0, -93.8233, 26.963, 1.73122, -1.23737e-06, -2.29876e-07, 2.36851e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5770, 0, 0, 0, 63.7164, -11.7688, 1.69753, 1.97215e-31, -4.57539e-27, 2.07115e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5771, 0, 0, 0, -15.9959, -46.637, 2.05607, -1.06625e-06, -5.7303e-07, -2.49288e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5772, 0, 0, 0, 91.6462, -2.8815, 0.524154, 1.13827e-06, -8.32899e-07, -2.35987e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5773, 0, 0, 0, -89.816, 97.8782, 2.02853, 4.95071e-05, -5.16768e-05, -3.56922e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5774, 0, 0, 0, 1.2346, 39.9831, 1.41724, 1.58122e-06, -6.65331e-07, -2.58996e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5775, 0, 0, 0, 61.1772, -87.3518, 1.05563, 2.96323e-08, 7.03609e-18, -1.63762e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5776, 0, 0, 0, 60.4296, 86.8582, 0.236825, 1.07547e-06, -5.27664e-07, -2.24912e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5777, 0, 0, 0, 15.7756, -51.3382, 1.2907, 6.42839e-06, 2.87115e-06, 1.20552e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5778, 0, 0, 0, 73.9792, 38.4131, 1.57501, 7.38588e-07, -2.71214e-07, 1.68407e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5779, 0, 0, 0, -99.2993, 2.4755, 0.98846, -1.23026e-06, -8.52578e-07, -3.20599e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5780, 0, 0, 0, -40.3855, 6.7439, 0.807484, -5.64645e-06, 1.89506e-06, 1.55671e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5781, 0, 0, 0, -9.7074, -66.3586, 1.62353, -1.18555e-06, -7.40078e-07, -2.39101e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5782, 0, 0, 0, -70.8094, -32.5537, 2.11424, 1.08231e-07, 7.31357e-07, 5.03514e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5783, 0, 0, 0, -58.3565, 88.9914, 4.58596, 1.51315e-06, -7.60025e-07, -2.60178e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5784, 0, 0, 0, 10.322, 70.5836, 1.32194, 1.55827e-05, 7.55905e-07, 1.98149e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5785, 0, 0, 0, -74.0679, -79.1424, 4.85465, -1.0475e-06, -5.16098e-07, -2.13212e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5786, 0, 0, 0, -64.3623, 64.329, 2.08988, -2.57407e-06, 1.50224e-06, -3.5585e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5787, 0, 0, 0, 62.7799, 73.3355, 4.82955, 1.60461e-06, -5.82229e-07, 2.224e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5788, 0, 0, 0, 12.4577, 55.6782, 0.447324, 6.146e-06, 1.88485e-06, 2.43563e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5789, 0, 0, 0, -90.8071, 71.2703, 0.895065, 5.52898e-05, 4.43428e-06, -4.42546e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5790, 0, 0, 0, 78.0465, -36.5885, 0.425414, -2.80465e-06, -4.80286e-08, 7.88999e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5791, 0, 0, 0, 57.7709, 15.7356, 1.81654, 0.000845152, 1.32302e-07, 3.02272e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5792, 0, 0, 0, 18.6305, -46.9975, 4.51283, -8.80801e-07, -7.07169e-07, -1.85269e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5793, 0, 0, 0, -40.1395, -58.4411, 1.01426, -6.63373e-06, 1.68653e-06, 2.29294e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5794, 0, 0, 0, -77.044, -73.3271, 4.49776, -1.27695e-06, -5.85637e-07, 2.59752e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5795, 0, 0, 0, 37.6406, 17.3815, 4.39211, -8.11769e-07, 1.39008e-06, -1.56221e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5796, 0, 0, 0, 30.8329, 62.3599, 1.44604, 5.84735e-05, 3.82099e-05, 1.63358e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5797, 0, 0, 0, 10.1192, 81.148, 1.86881, 1.83644e-06, -6.37729e-07, 2.59814e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5798, 0, 0, 0, 0.7912, 27.8342, 1.57992, 1.97468e-06, -7.14214e-07, -2.59332e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5799, 0, 0, 0, 28.529, 59.0706, 1.75999, 2.06285e-06, -9.43753e-07, -2.59907e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5800, 0, 0, 0, 29.8713, -21.3085, 1.35927, 1.07893e-06, -4.05685e-07, -1.63008e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5801, 0, 0, 0, -54.3002, 58.5663, 4.82721, 1.6613e-06, -6.8236e-07, -2.85003e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5802, 0, 0, 0, 67.4026, 77.7413, 1.35909, 4.11403e-07, 5.10129e-08, 2.75396e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5803, 0, 0, 0, 9.0343, 7.5704, 0.756491, 1.47314e-06, -6.77737e-07, 2.71155e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5804, 0, 0, 0, -36.1369, 54.7821, 0.521445, 4.69116e-06, 2.51417e-06, 5.69689e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5805, 0, 0, 0, 30.5108, 27.6027, 0.576761, 5.38716e-06, 2.1951e-06, 2.53154e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5806, 0, 0, 0, -95.1522, 73.8534, 1.87616, -2.10455e-07, 8.7278e-07, -5.89236e-06
