         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5807, 0, 0, 0, -66.9361, 34.1661, 1.53632, -1.08756e-06, -5.46934e-07, -2.77053e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5808, 0, 0, 0, 70.6016, -93.9252, 1.41708, -1.10722e-06, -6.40975e-07, -2.05257e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5809, 0, 0, 0, 50.2427, -99.3277, 1.04506, -1.61689e-06, -7.60129e-07, -2.5112e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5810, 0, 0, 0, 25.5785, -41.834, 4.38557, 3.26912e-06, -7.33562e-06, -4.62617e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5811, 0, 0, 0, 12.886, -25.1734, 0.383329, -0.000426738, -2.51017e-05, 0.000405983
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5812, 0, 0, 0, 31.683, 35.4827, 4.89237, -0.00227609, 4.33289e-07, 6.58829e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5813, 0, 0, 0, -91.8181, 44.9882, 1.83406, -2.52532e-07, -4.05197e-07, -1.16443e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5814, 0, 0, 0, 16.2274, 37.1699, 4.65642, 1.13331e-06, -6.1761e-07, -2.61012e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5815, 0, 0, 0, -12.2476, -3.056, 2.07137, 0.388285, -0.00441585, -0.00227131
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5816, 0, 0, 0, -65.5163, -36.1353, 0.474904, 3.65536e-18, 0.0110431, 0.31963
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5817, 0, 0, 0, 0.7004, 57.0709, 0.716487, -0.000101799, 8.0132e-06, 0.000194461
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5818, 0, 0, 0, -92.9096, -51.6399, 0.352916, 4.05409e-06, 2.73066e-06, 3.86862e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5819, 0, 0, 0, 54.8356, -55.7319, 4.35931, 1.52373e-07, -2.35949e-07, -1.75314e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5820, 0, 0, 0, 72.1399, 19.5013, 1.22458, -1.89212e-07, 2.0273e-09, 1.02872e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5821, 0, 0, 0, 88.4872, 34.0621, 0.510505, 3.69508e-07, -2.79361e-07, 6.74023e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5822, 0, 0, 0, 8.2696, -2.9573, 4.68295, 0.534544, -0.0143067, -0.0578251
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5823, 0, 0, 0, 3.7263, -27.4059, 4.89648, 3.19185e-06, -2.49306e-06, 2.85725e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5824, 0, 0, 0, 68.3165, -74.5472, 1.01717, -1.25362e-06, 1.21396e-07, 2.68961e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5825, 0, 0, 0, 63.7029, -6.1428, 1.76655, 1.51099e-06, -9.85283e-07, -3.1845e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5826, 0, 0, 0, 68.6485, -56.8752, 0.283551, 1.60894e-06, -5.47232e-07, 2.55784e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5827, 0, 0, 0, 69.9716, 68.0209, 0.708671, 0.00213356, -3.25623e-06, -1.04551e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5828, 0, 0, 0, -21.4377, 56.9774, 0.561076, 1.27385e-05, -5.73102e-06, -2.20621e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5829, 0, 0, 0, 85.2598, -3.839, 4.36299, 1.66134e-06, -7.73809e-07, 2.80917e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5830, 0, 0, 0, 35.3233, 45.7436, 4.92056, 3.17925e-06, 2.12616e-08, -7.2547e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5831, 0, 0, 0, -81.3465, -22.3174, 0.582939, -1.64239e-06, -5.79814e-07, -2.52149e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5832, 0, 0, 0, 23.2733, -49.0816, 1.05723, -1.66066e-06, -1.0653e-06, 2.91234e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5833, 0, 0, 0, -73.1875, -18.7424, 4.90055, -1.11964e-05, -8.0805e-06, -3.1176e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5834, 0, 0, 0, -2.1518, -48.0805, 0.980056, -5.94897e-06, -4.02664e-06, -2.57844e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5835, 0, 0, 0, -95.4362, -12.6459, 0.770715, -3.22419e-08, -2.08745e-07, -1.97448e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5836, 0, 0, 0, -38.8632, 38.3552, 4.63828, -1.74936e-06, -6.71733e-07, -2.54391e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5837, 0, 0, 0, -88.5702, -39.3739, 1.3669, -1.72841e-06, -8.75741e-07, 2.69676e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5838, 0, 0, 0, 38.8152, 41.3148, 1.54975, 1.30567e-06, -8.00004e-07, -2.13685e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5839, 0, 0, 0, 50.2965, -46.5569, 1.53945, 1.14981e-06, -4.64541e-07, -1.56975e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5840, 0, 0, 0, -42.8555, 85.5643, 1.19022, 1.43081e-06, -8.14033e-07, -2.51011e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5841, 0, 0, 0, 22.362, -94.9736, 4.86202, -1.2e-06, -6.00014e-07, -2.28141e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5842, 0, 0, 0, -0.9664, -48.5191, 4.33731, 0, 1.65266e-28, 9.08976e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5843, 0, 0, 0, 11.3065, -80.8506, 0.950709, -3.23962e-07, -2.09637e-09, -3.7707e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5844, 0, 0, 0, 85.954, 69.5792, 1.3304, 1.62164e-06, -8.25381e-07, 2.92286e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5845, 0, 0, 0, -41.7424, -35.013, 3.64598, 0.497646, -0.0061995, -0.0153446
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5846, 0, 0, 0, -51.7543, -58.6927, 1.91303, -1.47278e-06, -8.16751e-07, -3.02236e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5847, 0, 0, 0, -52.9516, 82.2432, 1.98807, 6.02748e-06, -6.38287e-06, 7.80152e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5848, 0, 0, 0, 9.0412, 40.3038, 1.29945, 1.4142e-06, -6.53379e-07, 2.29591e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5849, 0, 0, 0, -13.8736, -14.8488, 1.85517, -1.38524e-06, -7.53224e-07, -2.59449e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5850, 0, 0, 0, -20.5334, -58.6769, 4.86724, -1.62553e-06, -7.54844e-07, 2.51434e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5851, 0, 0, 0, -63.6309, -99.1377, 1.31192, 0, -4.52364e-26, -5.36288e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5852, 0, 0, 0, 35.6905, -51.1357, 1.47638, -1.74953e-06, -7.04818e-07, -2.60986e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5853, 0, 0, 0, -84.2629, 60.074, 1.87025, -1.20426e-06, -6.30361e-07, -2.2114e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5854, 0, 0, 0, 78.8449, 53.0006, 0.626611, 1.65099e-06, -7.68419e-07, -2.89813e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5855, 0, 0, 0, -69.0556, -75.8718, 0.529146, -2.14961e-06, -8.48655e-06, -1.30764e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5856, 0, 0, 0, -80.428, 7.0901, 4.46547, -3.75561e-06, -7.64527e-06, -6.02046e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5857, 0, 0, 0, -46.6731, 25.2162, 1.33174, -4.13972e-06, 1.12896e-06, -1.74981e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5858, 0, 0, 0, 74.0703, 1.4888, 0.427688, 1.36899e-06, -1.21488e-06, -2.57534e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5859, 0, 0, 0, -69.2253, 62.2181, 1.02987, 2.68665e-06, -2.80662e-07, -2.89196e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5860, 0, 0, 0, -33.3159, -19.0454, 4.68481, -3.24017e-07, -1.84405e-07, -1.10613e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5861, 0, 0, 0, 20.1818, 26.1966, 0.58072, -3.02259e-06, -5.35146e-07, -6.70541e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5862, 0, 0, 0, -69.6172, 69.9679, 2.11143, 1.1643e-16, -1.3389e-17, -5.56462e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5863, 0, 0, 0, -93.2274, 41.6239, 4.66593, -1.26685e-06, -8.2135e-07, -2.53386e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5864, 0, 0, 0, -38.2064, 43.0183, 1.01115, -3.97992e-05, -5.15551e-07, -6.98481e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5865, 0, 0, 0, 49.3202, 33.5461, 0.737738, 1.56408e-06, -8.8251e-07, -2.50166e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5866, 0, 0, 0, -25.6422, 83.0736, 4.78323, 1.26183e-06, -7.91549e-07, -2.17297e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5867, 0, 0, 0, -39.9277, -1.2787, 0.733497, 4.43902e-06, -1.72242e-07, 6.23504e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5868, 0, 0, 0, -69.4892, 68.2382, 0.937553, -5.54315e-06, 1.86316e-06, 1.8205e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5869, 0, 0, 0, 89.9093, 43.6506, 1.17582, 1.48748e-06, -8.19575e-07, -2.60599e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5870, 0, 0, 0, 39.3433, -96.7588, 2.10255, -6.1192e-07, -2.83711e-07, -2.33082e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5871, 0, 0, 0, 76.9574, -12.0262, 1.33459, 1.36074e-06, -1.22092e-06, -3.57105e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5872, 0, 0, 0, 10.0098, 99.7605, 1.63796, 2.01446e-06, -1.19248e-06, 3.17768e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5873, 0, 0, 0, 10.0098, 99.7605, 1.63796, 0.372086, -0.00086478, -0.00504781
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5874, 0, 0, 0, -38.423, -22.7935, 1.48585, 5.03469e-06, 9.2032e-07, 3.41184e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5875, 0, 0, 0, -28.9777, -38.6788, 0.894066, -9.1846e-07, -6.12962e-07, -2.04508e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5876, 0, 0, 0, 37.5713, 56.5126, 4.50403, 1.54345e-06, -6.74907e-07, -2.47587e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5877, 0, 0, 0, 6.6276, -11.5769, 1.80102, 6.54747e-05, -7.51093e-06, 0.000144914
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5878, 0, 0, 0, -29.5959, 9.571, 0.568393, -1.11908e-06, -5.22867e-07, -1.9607e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5879, 0, 0, 0, 77.4885, 64.2734, 0.114467, -3.40303e-07, 1.0947e-07, 3.31916e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5880, 0, 0, 0, 95.379, 49.1112, 1.70868, -3.03321e-05, 2.10049e-06, 6.53436e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5881, 0, 0, 0, -44.4606, -41.3354, 0.602985, 0.90671, -0.03567, -0.0424398
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5882, 0, 0, 0, -74.4373, 5.0897, 0.906572, -1.74178e-06, -8.03776e-07, -2.69824e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5883, 0, 0, 0, -53.8466, 35.0709, 1.80025, -1.59698e-06, -7.8309e-07, 2.74145e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5884, 0, 0, 0, -37.3655, -0.0213, 1.03508, -0.558283, -0.00764794, 0.0191328
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5885, 0, 0, 0, 26.4919, 7.1691, 2.10522, 1.66307e-06, -1.01681e-06, 2.98664e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5886, 0, 0, 0, 48.2122, -71.4802, 0.732317, 0.542554, -5.59624e-05, 0.00917261
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5887, 0, 0, 0, 51.147, 31.1459, 0.832216, -5.72847e-06, -2.70115e-06, -1.52789e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5888, 0, 0, 0, 51.5638, -46.0824, 4.90516, 2.4242e-06, -2.41411e-06, 4.0015e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5889, 0, 0, 0, 24.0088, 58.3669, 1.68514, 9.74201e-06, -4.09506e-06, 1.08288e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5890, 0, 0, 0, 75.1054, 81.8166, 0.469282, 3.68758e-07, -1.86899e-07, -1.32252e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5891, 0, 0, 0, 34.5949, 43.6468, 4.58828, 2.22687e-06, 5.51317e-07, 2.91313e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5892, 0, 0, 0, 22.4972, -43.0885, 0.859644, 2.79898e-06, 1.84548e-06, 5.50048e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5893, 0, 0, 0, -25.4017, -32.648, 0.595145, -1.30617e-06, -1.06858e-06, -2.34551e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5894, 0, 0, 0, 83.9172, -13.9847, 1.76131, 1.23088e-06, 1.20248e-06, 3.53082e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5895, 0, 0, 0, 24.3277, -96.0045, 0.560586, 4.07932e-08, -1.33027e-23, -1.53908e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5896, 0, 0, 0, 21.9341, -19.0508, 0.479631, -4.16245e-05, 9.30003e-06, -0.000299008
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5897, 0, 0, 0, 85.615, -82.6986, 0.659123, 6.55232e-06, 1.54289e-07, 1.09701e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5898, 0, 0, 0, 11.2966, -27.379, 4.67412, 5.70983e-06, -3.09981e-06, 1.1493e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5899, 0, 0, 0, 34.9538, 9.5205, 1.87306, -4.7811e-06, -7.73064e-06, -4.20903e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5900, 0, 0, 0, 37.3051, -57.5138, 1.73087, -4.04718e-07, -1.56027e-07, 9.44502e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5901, 0, 0, 0, 84.3709, 65.7267, 1.31544, 1.55055e-06, -8.78082e-07, -2.60592e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5902, 0, 0, 0, 12.5494, 10.7454, 0.597916, 1.95868e-06, -1.04302e-06, -2.44343e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5903, 0, 0, 0, -15.4101, -93.2627, 2.03307, -7.62854e-07, -1.06691e-06, -3.30117e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5904, 0, 0, 0, -15.0214, 72.4206, 1.59702, 1.61813e-06, -9.4176e-07, 2.56386e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5905, 0, 0, 0, -53.2521, -5.3098, 1.09152, -7.88958e-07, -6.38051e-07, -2.10707e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5906, 0, 0, 0, -13.3147, 46.5285, 4.7036, 1.88905e-06, -1.09064e-06, -2.53395e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5907, 0, 0, 0, -55.94, -55.7022, 4.38866, 8.22646e-06, -2.1076e-07, 7.04507e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5908, 0, 0, 0, 65.9338, -27.9157, 1.10019, -3.38724e-05, 9.70842e-06, 6.91029e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5909, 0, 0, 0, 0.9955, -75.2374, 1.54158, -1.22766e-06, -8.26639e-07, -2.598e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5910, 0, 0, 0, -24.9222, 24.6206, 4.37601, -0.610369, 0.000511607, -0.0128831
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5911, 0, 0, 0, 79.2516, 82.552, 1.8741, 1.36737e-06, 1.3823e-08, 2.39995e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5912, 0, 0, 0, -86.0153, -68.6419, 1.37806, -1.28594e-06, -3.69293e-07, 1.97056e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5913, 0, 0, 0, 18.7166, -84.0068, 2.06775, -1.42588e-06, -7.73549e-07, -2.62286e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5914, 0, 0, 0, 30.2106, 87.5582, 4.32618, 1.58736e-06, -8.66453e-07, -2.56962e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5915, 0, 0, 0, -70.9051, 88.672, 1.09353, 5.17063e-06, 9.05749e-08, 1.15905e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5916, 0, 0, 0, 89.4782, 49.9615, 2.01619, 7.0382e-06, -8.70011e-06, 1.71185e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5917, 0, 0, 0, 28.7426, 29.4442, 0.262712, 1.9105e-06, -1.27779e-06, -2.15838e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5918, 0, 0, 0, -35.6896, 91.9899, 0.575854, 2.62599e-05, -1.26269e-06, 0.000146748
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5919, 0, 0, 0, 72.7019, -7.9796, 4.32241, 3.32026e-05, -2.58521e-06, 4.69835e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5920, 0, 0, 0, -75.9388, -11.0012, 4.58852, 4.75133e-05, 8.05649e-07, 8.59184e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5921, 0, 0, 0, 60.4863, -30.9893, 1.38769, 0.000232826, -6.87498e-06, -9.89255e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5922, 0, 0, 0, 56.4591, 35.8309, 0.4648, 3.1233e-06, -2.10314e-06, -1.86627e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5923, 0, 0, 0, -68.5016, 18.6955, 0.269445, 1.47194e-05, -2.21324e-06, -2.17875e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5924, 0, 0, 0, 96.9666, -46.9619, 4.53618, 2.77647e-06, 1.33325e-06, 9.59283e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5925, 0, 0, 0, 98.4488, -16.2773, 4.545, 2.01129e-06, 1.1593e-07, 3.67753e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5926, 0, 0, 0, 71.0543, -34.6835, 0.12795, 4.55869e-05, -1.15538e-05, -8.83505e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5927, 0, 0, 0, -98.7806, -43.6351, 4.92339, -8.87446e-07, -2.92111e-06, -2.4497e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5928, 0, 0, 0, -29.5417, -57.9036, 1.46936, 6.70859e-06, -3.05393e-06, 1.49462e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5929, 0, 0, 0, -43.0249, -31.218, 4.38192, -1.39499e-06, -7.93009e-07, -2.50215e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5930, 0, 0, 0, 4.0603, 96.4523, 1.89208, -1.22288e-05, -2.3182e-07, 2.27701e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5931, 0, 0, 0, 60.7855, -78.8993, 1.85006, -2.49877e-07, -1.87874e-07, -1.43438e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5932, 0, 0, 0, -32.6233, -70.0655, 0.605229, -1.63914e-06, -9.52128e-07, 2.8543e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5933, 0, 0, 0, 14.0446, 54.1201, 0.712484, 1.47473e-06, -7.90484e-07, -2.56384e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5934, 0, 0, 0, -87.6955, 57.7356, 1.20995, 0.000346474, -9.64776e-07, -1.14001e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5935, 0, 0, 0, 82.1872, 66.4013, 0.5567, -9.5468e-08, -3.16415e-07, -2.25942e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5936, 0, 0, 0, -53.323, 46.5445, 1.28046, 5.01711e-06, -5.11143e-06, -1.56074e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5937, 0, 0, 0, 11.9458, 0.6331, 1.11036, 4.53117e-07, -7.16539e-07, -2.20844e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5938, 0, 0, 0, 46.3739, 68.8835, 1.55635, 4.68373e-07, -5.52434e-07, -1.29299e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5939, 0, 0, 0, -36.6576, -76.6606, 1.90542, -1.34071e-06, -8.09109e-07, 2.86563e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5940, 0, 0, 0, -45.8617, -38.3951, 4.6656, -1.71684e-06, -1.20782e-06, -2.63195e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5941, 0, 0, 0, 33.0232, -64.0567, 1.47599, -7.14627e-06, -4.59317e-07, 1.04113e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5942, 0, 0, 0, 64.1466, 72.483, 1.56428, 2.79338e-07, -1.60011e-07, -1.03427e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5943, 0, 0, 0, 53.395, 31.0023, 4.36101, 1.3632e-06, -4.27564e-07, -2.63647e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5944, 0, 0, 0, 46.6894, -39.9663, 1.6306, 7.13763e-06, 9.44932e-08, 1.39885e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
5945, 0, 0, 0, 4.6262, 3.5956, 0.176693, 4.05619e-07, -1.75173e-07, 1.15153e-06
